1.58422E+18,"RT @hoorsheikh_fiza: Why Pakistani Afgani &amp; Bangladeshi #Hindus not taking citizenship of India under CAA?

Its means these countries Hindu…"
1.58421E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @spvaid: What's strange that Govt of India hasn't come out with rules under CAA in last 3 years to save these persecuted minorities in I…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.5842E+18,"It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been in prison.

@tazeen_junaid writes:

https://t.co/95DhTD9ogR"
1.58416E+18,"RT @BloomVade: @Voice_For_India How about OPEN BORDER &amp; NO PASSPORT or NO PAPER like #CAA protestors demand!

#Khalistani will be HAPPY too…"
1.58415E+18,"@astitvam @imVkohli Sirji can u plz ask @BJP4India govt they has CAA not implemented even after 3years, #freehindu temples #banwakfboard n many more issues. Y is @bjp so silent on the serial killing of Hindu's in Pakistan Bangladesh and even in India https://t.co/izoCMZayPg"
1.5845E+18,RT @ravikushalappa1: @RashmiDVS Tragedy is still  some Indians oppose CAA in India The oppressed minorities in Muslim Theocratic States lik…
1.5845E+18,"It is a fact that RSS &amp; BJP will dominate and rule in India for next 15-20 years because the opposition parties are weak and they are not united. 
When they will implement CAA &amp; NRC Act in all over India then it will make Muslims as second grade citizens of India."
1.5845E+18,RT @ravikushalappa1: @RashmiDVS Tragedy is still  some Indians oppose CAA in India The oppressed minorities in Muslim Theocratic States lik…
1.5845E+18,Should India let in #Bagladeshi Sunni Muslims? Congress &amp; Christian #West tell it to be #secular. But #pluralism respects all #secularism favors atheists &amp; India's constitution okays barrings like #CAA https://t.co/0yRL2p2Moi's https://t.co/SH4EqpA1hu says https://t.co/ZTFEzGONjM
1.58446E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58446E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58445E+18,"@DrSJaishankar Need CAA NRC UCC to prevent terrorism infiltration illegal migration, need to protect India sovereignty culture Hinduism, need to have cautious pact,treaty with USA UK Canada Australia New Zealand, islamic countries, African countries, Latin American countries,save india diaspora"
1.58444E+18,"@TimesNow Need to control population densely populated areas, need to abandon unauthorised education, need one nation one law no personal law board allowed, absolutely CAA NRC UCC required to prevent terrorism infiltration illegal migration, save india culture Hinduism sovereignty"
1.58444E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58443E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58442E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58441E+18,RT @MaktoobMedia: It has been 1078 days since the movement against CAA began in India; it has been 1000 days since Sharjeel Imam has been i…
1.58441E+18,RT @aayeff1: @KewalChopra6 @sunild1909 @TanyaGhosh2312 @mervindawson @AmarCapt @MadanKandal3 @TheNameSake11 @Libertarian196 @WuntakalL @mok…
